  53565 eunji     20   0   58.4g  14.9g 976112 R  1000  47.6   1:41.52 python
%Cpu: 50.3 us,  1.0 sy,  0.0 ni, 48.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1000  47.6   1:51.62 python
%Cpu: 51.4 us,  1.3 sy,  0.0 ni, 47.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R 999.0  47.6   2:01.71 python
%Cpu: 50.7 us,  1.3 sy,  0.0 ni, 47.9 id,  0.1 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R 999.0  47.6   2:11.80 python
%Cpu: 50.4 us,  1.1 sy,  0.0 ni, 48.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1000  47.6   2:21.90 python
%Cpu: 50.5 us,  1.2 sy,  0.0 ni, 48.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R 999.0  47.6   2:31.99 python
%Cpu: 50.4 us,  1.1 sy,  0.0 ni, 48.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1001  47.6   2:42.10 python
%Cpu: 51.4 us,  1.1 sy,  0.0 ni, 47.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1001  47.6   2:52.21 python
%Cpu: 50.5 us,  1.1 sy,  0.0 ni, 48.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1001  47.6   3:02.32 python
%Cpu: 50.3 us,  1.0 sy,  0.0 ni, 48.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1002  47.6   3:12.44 python
%Cpu: 51.6 us,  1.5 sy,  0.0 ni, 46.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1000  47.6   3:22.54 python
%Cpu: 51.4 us,  1.0 sy,  0.0 ni, 47.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1001  47.6   3:32.65 python
%Cpu: 50.4 us,  1.3 sy,  0.0 ni, 48.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1001  47.6   3:42.76 python
%Cpu: 50.4 us,  1.1 sy,  0.0 ni, 48.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1003  47.6   3:52.89 python
%Cpu: 53.8 us,  1.2 sy,  0.0 ni, 44.9 id,  0.1 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R 992.2  47.6   4:03.01 python
%Cpu: 50.2 us,  1.2 sy,  0.0 ni, 48.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1002  47.6   4:13.13 python
%Cpu: 50.2 us,  1.2 sy,  0.0 ni, 48.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1000  47.6   4:23.23 python
%Cpu: 51.4 us,  1.1 sy,  0.0 ni, 47.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1002  47.6   4:33.35 python
%Cpu: 50.4 us,  1.3 sy,  0.0 ni, 48.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1001  47.6   4:43.46 python
%Cpu: 50.3 us,  1.0 sy,  0.0 ni, 48.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1000  47.6   4:53.56 python
%Cpu: 50.5 us,  1.0 sy,  0.0 ni, 48.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1001  47.6   5:03.67 python
%Cpu: 50.5 us,  0.9 sy,  0.0 ni, 48.5 id,  0.1 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1001  47.6   5:13.78 python
%Cpu: 52.2 us,  1.1 sy,  0.0 ni, 46.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1002  47.6   5:23.90 python
%Cpu: 50.6 us,  1.3 sy,  0.0 ni, 48.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R 992.2  47.6   5:34.02 python
%Cpu: 53.0 us,  1.2 sy,  0.0 ni, 45.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1000  47.6   5:44.12 python
%Cpu: 50.4 us,  1.3 sy,  0.0 ni, 48.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R 999.0  47.6   5:54.21 python
%Cpu: 51.0 us,  1.1 sy,  0.0 ni, 47.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R 999.0  47.6   6:04.30 python
%Cpu: 50.4 us,  1.2 sy,  0.0 ni, 48.2 id,  0.1 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.4g  14.9g 976112 R  1010  47.6   6:14.40 python
%Cpu: 23.4 us,  1.2 sy,  0.0 ni, 75.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 S 399.0  47.7   6:18.43 python
%Cpu:  3.9 us,  0.5 sy,  0.0 ni, 95.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 S   1.9  47.7   6:18.45 python
%Cpu: 30.2 us,  1.1 sy,  0.0 ni, 68.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R 556.4  47.7   6:24.07 python
%Cpu: 50.3 us,  1.0 sy,  0.0 ni, 48.5 id,  0.1 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R 999.0  47.7   6:34.16 python
%Cpu: 53.1 us,  1.5 sy,  0.0 ni, 45.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R  1001  47.7   6:44.27 python
%Cpu: 50.6 us,  1.2 sy,  0.0 ni, 47.8 id,  0.3 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R  1009  47.7   6:54.36 python
%Cpu: 51.4 us,  1.3 sy,  0.0 ni, 47.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R  1000  47.7   7:04.46 python
%Cpu: 50.7 us,  1.0 sy,  0.0 ni, 48.2 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R 999.0  47.7   7:14.55 python
%Cpu: 51.8 us,  1.1 sy,  0.0 ni, 47.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R 990.0  47.7   7:18.51 python
%Cpu: 55.8 us,  3.8 sy,  0.0 ni, 40.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R  1300  47.7   7:18.77 python
%Cpu: 59.5 us,  2.7 sy,  0.0 ni, 37.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R 900.0  47.7   7:18.95 python
%Cpu: 58.3 us,  2.1 sy,  0.0 ni, 39.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R 800.0  47.7   7:19.19 python
%Cpu: 57.1 us,  5.7 sy,  0.0 ni, 37.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R 900.0  47.7   7:19.37 python
%Cpu: 58.3 us,  2.1 sy,  0.0 ni, 39.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R  1200  47.7   7:19.61 python
%Cpu: 58.1 us,  2.3 sy,  0.0 ni, 39.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  53565 eunji     20   0   58.5g  14.9g 976164 R  1100  47.7   7:19.83 python
